ID,REC_1,REC_2,REC_3,REC_4,REC_5
500000000048886775,5533,5441,5462,5813,4812
500000000148754140,5499,5999,5441,4111,5661
500000002763187833,5499,4112,5331,5993,5977
500000000004840147,5451,5945,4900,5912,4812
500000003015888622,5533,5451,4131,5399,5912
500000000887833823,5499,5993,5691,5399,5814
500000000000364619,5533,5399,5451,5813,7311
500000000054531337,5451,5441,5462,4812,4112
500000000052510119,5451,5691,5533,5993,5441
500000000053760375,5499,5441,5462,5661,5722
500000000900491823,5451,5813,5812,5462,5499
500000000158056554,5451,5661,5200,5211,5732
500000000001394583,5462,5451,5661,5993,5999
500000000049287283,5451,4812,5813,7311,5311
500000002224039845,5722,5661,5399,5200,5945
500000000153961303,5533,5451,7230,5651,5945
500000000006863603,5451,5200,5499,5399,5942
500000004086113755,5311,5993,5814,5331,5499
500000000051672520,5499,5945,5533,5813,5912
500000001271883591,5999,5441,5451,4131,4111
500000002403317954,5451,5661,5331,5813,5441
500000000138478060,5451,5462,5993,5499,5732
500000000564140231,5451,5813,5999,5993,5912
500000003303397199,5451,5691,5999,5331,4112
500000000049344680,5451,7230,5999,5200,5311
500000001195706203,5661,5451,7230,5812,5912
500000002530026007,5813,5812,5451,4112,4900
500000000423393396,5451,5533,5441,5462,5912
500000000053462953,5533,5451,5311,5462,5993
500000003706220824,5451,5462,5661,5977,5732
500000000051177660,5451,5533,5732,5812,5912
500000000487240473,5451,5651,5943,5941,5812
500000003293197715,5993,5451,5814,5912,5499
500000000141587929,5451,5200,5441,5331,5921
500000000144185064,7230,5441,5451,5812,5462
500000000054202597,5818,5499,5661,5533,5812
500000000123294191,5813,5451,5441,4131,5691
500000000002271574,5451,4812,5533,5812,5999
500000001851949770,5451,5200,5533,5993,5912
500000001582313304,5451,4816,5661,5815,7230
500000000054179138,5451,5732,5661,5200,5399
500000000133447560,5533,5451,5993,5732,4812
500000002828921933,7230,5651,5499,5993,5722
500000000052457374,5441,5999,5451,5992,5533
500000000054832416,5451,5661,5311,5732,5912
500000000003401204,5451,5533,5921,7230,5211
500000000002099505,4812,5533,5499,7230,5211
500000000005311228,5993,5451,5462,5812,4112
500000000414803093,5451,5815,5441,4131,5651
500000003737956700,5451,5533,5993,5812,5999
500000000004229337,5451,5732,5813,5999,5812
500000001747610657,5451,5993,5533,5311,5912
500000000132984177,5451,5200,5722,5812,4112
500000000296998540,5451,5912,5722,5399,5200
500000000054081267,5451,5993,5651,9402,5441
500000003785372256,5451,5812,5921,5661,5311
500000001131111158,5533,5451,4121,5691,4131
500000000005009296,5813,5499,5812,5661,5399
500000002339177144,5451,5999,5441,5691,4812
500000000007115359,5732,5533,5993,5441,5499
500000000000469597,5451,5977,5200,5462,5732
500000004219843610,5499,5813,5451,5661,5533
500000000006708482,5641,4812,5499,5732,5533
500000000490928165,5499,5812,5722,7230,4121
500000000150126758,5451,5533,5661,4812,5912
500000000124012488,5451,5441,5533,5812,9402
500000000051293577,5451,5441,5533,5641,5941
500000000052279195,5661,5499,5813,5812,5533
500000000134380000,5451,5812,4111,7230,5200
500000000158472762,5451,5311,5661,5813,5912
500000000890412877,5311,5533,5451,5945,5993
500000000054512418,5451,5722,5651,4812,5732
500000001050774128,5533,5451,5722,5462,4131
500000000145338324,5451,7230,5813,5651,4812
500000000005971113,5451,5813,5533,5331,5661
500000000001130433,5451,5722,5533,5912,7230
500000002711248223,5651,5451,5999,7230,5533
500000000943839371,4112,5499,5691,5814,5999
500000000467352727,5499,4111,5977,5462,5441
500000000054544617,5499,5641,5691,5912,5311
500000000055034721,4131,5499,5441,5462,5651
500000003636706381,5722,5641,5451,5661,5814
500000000053819143,5451,7230,5462,5921,5651
500000000007129044,5499,4111,5441,4131,5992
500000000005592026,5499,5815,5641,5993,5651
500000001764577688,5499,5993,5661,5812,5815
500000001390816092,5812,4131,5411,5499,5818
500000002371123004,5533,5722,5451,5813,5462
500000000407177182,5533,5462,5451,5813,5816
500000000051665918,5451,5533,5441,5812,5912
500000002113421317,5499,5812,5921,5661,5977
500000000145318339,5451,5722,5641,5691,5813
500000000017831544,5399,5533,5441,5812,4121
500000000366988031,5200,5651,5977,5399,5732
500000000053349227,5451,5993,5311,5661,5812
500000000054300209,5451,5732,5813,5533,5812
500000000141909959,5451,5813,5812,5661,4111
500000000001652794,5722,5499,5813,5331,5812
500000000494128964,5499,5813,4112,5331,5441
500000000054012785,5451,5441,4111,4112,7230
500000001020495041,5451,5993,7230,5311,5462
500000000000751283,5499,5691,5399,5451,5311
500000000053198219,5451,5533,5441,5462,5641
500000002162746790,7230,4121,5451,5499,5441
500000000464638236,5399,5499,5691,5451,5812
500000001651678056,5451,5311,5441,5993,5722
500000000004569582,5451,4812,5533,5993,5912
500000002579078033,5499,5812,5993,5641,5541
500000000049569209,5499,5732,5441,5533,4812
500000002907156698,5812,5451,4112,4131,4812
500000000000816631,5451,5814,5399,5993,4131
500000003636686056,5451,5813,5814,5441,5912
500000001418510524,5661,5462,5441,5451,5993
500000000051507213,5813,5462,5499,5441,5912
500000000053046715,5451,5533,5812,5992,5921
500000000006675682,4812,5311,5499,5813,5399
500000000053965717,4812,5451,5533,5311,5813
500000000002426766,5441,5499,5462,5533,5921
500000000002307321,5462,5451,5651,5441,5912
500000000050515212,5451,5812,5813,5541,5200
500000001869508742,5451,5818,5691,5462,4121
500000000129754967,5451,5462,5441,5533,5993
500000000054822910,5993,5499,4112,5912,5200
500000000157246842,5451,5945,5311,5541,5462
500000001741685941,5451,5533,5641,5651,5812
500000000052747722,5499,5441,5462,5813,4812
500000000007217335,5499,5661,5311,4812,4111
500000000399110118,5451,5533,4812,5462,5813
500000000620056502,5722,5451,5993,5691,5541
500000000054583151,5451,5732,5977,5995,5722
500000000524637337,5451,5533,5661,5641,5200
500000000049808560,5451,5661,5533,5812,5462
500000000308225446,5451,5462,4812,5651,5441
500000000320842361,5813,4812,5451,5533,5661
500000003020340859,5541,5451,5441,5912,5311
500000000005411842,5661,5451,4111,7230,5533
500000003287066243,5451,5200,5533,5661,7311
500000000050116248,7311,5993,4900,5732,5816
500000000049744252,5451,5813,5533,5732,5722
500000001613257800,5661,5533,5451,5993,5399
500000000053039863,5691,5993,5451,5533,5311
500000000051274771,5499,5813,5812,4131,4111
500000000003669162,5451,5533,5661,5912,5462
500000000158227972,5499,5813,5399,5661,5451
500000000617429231,5641,5451,5533,5812,5399
500000000054525343,5993,5451,4812,5499,5311
500000000137518115,5499,4812,5813,5533,5641
500000000007627165,5451,5533,5441,7311,5499
500000000397912051,5499,5813,5814,5964,7311
500000003267477531,5451,4812,5441,5921,5999
500000000050538498,4111,5661,5641,5441,5722
500000000139909761,5451,5533,5993,5441,5641
500000003805946145,5661,5533,5499,5813,5451
500000000050089945,5451,5441,4131,5945,4111
500000000000962159,5451,5661,5722,4131,5912
500000000005562177,5451,5661,7230,5441,5462
500000001346227964,5399,5651,5451,5462,5993
500000000002803960,5451,5812,5541,7311,5211
500000000050778832,5499,5812,4121,5992,4812
500000000139761946,5451,5441,5993,5995,5912
500000000053440293,5661,5977,5499,5945,5462
500000002126583016,5451,5812,5691,5462,5912
500000000320417721,5815,7311,4812,5941,5732
500000000049103853,5451,7230,5533,5813,5999
500000001798591591,5499,5533,4812,5462,5651
500000000154206982,5451,5441,5993,5533,5814
500000001907291349,5533,5451,5441,4131,5399
500000002028139181,5499,5462,5641,5813,5533
500000000048748365,5399,5499,5964,5912,5462
500000000051430464,5451,5732,5641,5462,5441
500000000050330528,5451,5722,5945,5661,5462
500000000053775430,5462,5441,5691,5661,5499
500000000158227772,5451,5812,4131,5816,5661
500000002774049375,5451,5812,4112,5651,5691
500000000512559016,5499,5541,5812,5200,5722
500000000319007236,5441,5499,5691,5462,5533
500000001087554576,5451,5533,5732,5211,5441
500000000132488541,5533,5451,4812,5462,5691
500000000004698039,5451,5812,5977,7230,5995
500000000005992005,5451,4812,5722,5331,5211
500000000236870190,5451,5399,4111,5691,4112
500000000052947813,5541,5499,7230,5912,5200
500000001887519838,5451,5200,5399,5993,5441
500000000052603072,5691,5451,4812,5331,5993
500000000052251094,5499,5641,5722,5533,5462
500000001342174626,5451,5722,5691,5813,5999
500000000055120127,5441,5499,5813,4111,4112
500000000509885342,5499,5441,5311,5451,5661
500000000001244003,5451,5661,5399,5499,5812
500000000052226426,5451,5815,4900,5812,5993
500000000389366288,5451,4111,5814,7230,5331
500000003214978089,5533,5399,5451,5818,5812
500000000048540734,5499,5661,9402,5451,5331
500000000053400663,5691,5999,5451,5541,5311
500000000049396382,5451,5993,5331,5814,5964
500000000375882176,5451,5813,5331,5661,5815
500000000319918284,5499,4112,5993,5816,5451
500000000512568752,7311,5812,5732,7230,5311
500000000000567506,5499,5399,5722,5533,5451
500000000053226160,5451,5813,5999,7311,5945
500000000896341915,5812,5499,5945,5995,5992
500000000945741612,5451,5691,5722,5661,5499
500000000048886358,5451,5533,5691,5912,5651
500000002572101761,5499,5462,5311,5999,5912
500000000050021950,5451,5462,5813,5533,5732
500000000051794208,5451,5651,5533,5992,5814
500000000123124296,5451,5661,5813,5995,5941
500000003144630732,4812,5499,5732,5661,5541
500000002280126955,5451,5441,5462,5331,5999
500000000053726025,5451,5993,5533,5661,5462
500000000050935416,5451,5399,4112,5441,5311
500000001303344608,5451,5999,7230,5812,5722
500000000000369946,5451,5661,4111,9402,4112
500000000054233459,5533,5451,5441,5993,5814
500000000006373170,5499,5814,5999,5533,5977
500000000054584620,5451,7311,5541,5661,9402
500000000003989448,5451,5200,5732,5813,5691
500000001428368236,5200,5451,7230,5533,5462
500000000477712056,5499,5691,5722,5462,5921
500000000006734735,5451,5441,5533,7311,5499
500000000006807089,5451,5661,5812,5943,5992
500000003123144421,5533,5451,5993,5722,5462
500000000004469760,5451,5651,5812,5912,5499
500000000003285555,5499,5691,5813,5441,5812
500000000145984714,4816,5993,5451,4121,5331
500000003653965986,5499,5812,5661,5977,5331
500000000136498618,5533,5451,5999,5921,5499
500000000366980099,4112,5813,5411,5462,4816
500000000609171474,5451,5999,5814,4816,5722
500000000142270999,5451,5812,4111,5815,4131
500000000052684019,5451,5722,5399,5691,5999
500000000053585527,5441,5813,5451,4111,5399
500000001582369175,5451,5651,5921,5541,5200
500000000052596999,5993,5499,5812,5311,5813
500000000000774247,5441,5993,5499,5533,7230
500000000052603482,5451,5399,5533,4812,5499
500000000055126650,5451,5441,5462,5533,4131
500000000050858563,5499,5311,5200,5533,5993
500000000049659068,4111,5661,5499,7311,5812
500000000566822360,5451,5722,5691,5814,4812
500000000049979495,5499,5732,5399,5812,5661
500000000005242649,5451,5813,5732,5533,7311
500000000387319314,5533,5499,5812,4131,5732
500000000423380456,5451,5533,5999,5813,4812
500000000002918331,5451,4131,5331,5441,5999
500000000377442933,5641,5451,5533,5993,5331
500000000052390412,5813,5732,5499,5533,5462
500000000497614665,5499,5945,7230,5661,5462
500000000134102129,5451,5533,5651,5462,5722
500000000155664830,5499,5462,5816,5813,5533
500000001183508682,5451,5813,5462,5211,7230
500000000377446029,5451,5814,5331,5993,5441
500000000000409951,5441,4812,5499,4112,5200
500000000158678370,5499,5691,5814,4816,5722
500000003531584391,5462,5499,5661,5813,5451
500000003090722508,5451,5993,5999,5533,5813
